Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Bag/Case material (product.metafields.shopify.bag-case-material),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Fit (product.metafields.shopify.fit),Neckline (product.metafields.shopify.neckline),Pants length type (product.metafields.shopify.pants-length-type),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Waist rise (product.metafields.shopify.waist-rise),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
heather-grey-unisex-straight-leg-sweatpants-basic-copy,,,,,,,,,m,,,,,,,,ST-SWT-HGY-M,100.0,shopify,20,deny,manual,999.00,,true,false,,,,,'11904143789462,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/5_8ae53eda-9bf1-49e9-92ba-b2c0137a18cb.png?v=1777100788,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
heather-grey-unisex-straight-leg-sweatpants-basic-copy,,,,,,,,,l,,,,,,,,ST-SWT-HGY-L,100.0,shopify,19,deny,manual,999.00,,true,false,,,,,'11904143822230,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/6_7efb534a-5834-426e-8e99-29f4d0c2b9c7.png?v=1777100788,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
heather-grey-unisex-straight-leg-sweatpants-basic-copy,,,,,,,,,xl,,,,,,,,ST-SWT-HGY-XL,100.0,shopify,20,deny,manual,999.00,,true,false,,,,,'11904143954998,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/StraightLegSweatpantsFront-HeatherGrey_25d1c202-2f8e-4bc2-b584-7d276535eb18.png?v=1758912533,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
heather-grey-unisex-straight-leg-sweatpants-basic-copy,,,,,,,,,2xl,,,,,,,,ST-SWT-HGY-2XL,100.0,shopify,19,deny,manual,999.00,,true,false,,,,,'11904144087766,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/StraightLegSweatpantsBack-Grey_c23ba629-d853-4586-8241-87e13e256b78.png?v=1758912533,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
heather-grey-unisex-straight-leg-sweatpants-basic-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/W24Artboard13-100.jpg?v=1758912607,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dark-green-unisex-straight-leg-sweatpants-basic,Straight Leg Unisex Sweatpants - Dark Green,"<p><span>Stay comfortable and stylish with our Unisex Straight Leg Sweatpants. Perfect for anyone, these sweatpants offer ultimate comfort and versatility for your everyday wear. Say goodbye to uncomfortable pants and hello to a relaxed and effortless look.</span></p>
<h4><span>Size Chart</span></h4>
<p><span><img src=""https://cdn.shopify.com/s/files/1/0609/9238/9206/files/W24Artboard13-100.jpg?v=1758912607"" alt=""""></span></p>",Leveld,Apparel & Accessories > Clothing > Activewear > Activewear Pants > Sweatpants,Straight Leg Sweatpants,"Basic, New",false,Size,s,product.metafields.shopify.size,,,,,,,ST-SWT-DGN-S,100.0,shopify,0,deny,manual,949.00,,true,false,,,,,'86245974,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/31_9c05fde9-6579-4827-b8c2-bcdf9963caf2.png?v=1758912571,1,"",false,,,5322,,,,,,,,,,,,,,,,,,green,,,,,s; m; l; xl; 2xl,,,,,,,,,,kg,,,draft
dark-green-unisex-straight-leg-sweatpants-basic,,,,,,,,,m,,,,,,,,ST-SWT-DGN-M,100.0,shopify,0,deny,manual,949.00,,true,false,,,,,'86278742,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/29_eeadc0e4-2c57-4c8e-bdcf-8074570eb4d9.png?v=1758912571,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
dark-green-unisex-straight-leg-sweatpants-basic,,,,,,,,,l,,,,,,,,ST-SWT-DGN-L,100.0,shopify,0,deny,manual,949.00,,true,false,,,,,'86311510,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/30_a508fa95-0096-477e-ac27-e834ca0bfab6.png?v=1758912571,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
dark-green-unisex-straight-leg-sweatpants-basic,,,,,,,,,xl,,,,,,,,ST-SWT-DGN-XL,100.0,shopify,0,deny,manual,949.00,,true,false,,,,,'86344278,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/32_e6faa2b0-7060-4f5d-994e-349c3bc70260.png?v=1758912571,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
dark-green-unisex-straight-leg-sweatpants-basic,,,,,,,,,2xl,,,,,,,,ST-SWT-DGN-2XL,100.0,shopify,0,deny,manual,949.00,,true,false,,,,,'86377046,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/StraightLegSweatpantsFront-DarkGreen_1e894645-7a60-47d2-bba8-e84e4a5810d0.png?v=1758912571,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
dark-green-unisex-straight-leg-sweatpants-basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/StraightLegSweatpantsBack-DarkGreen_7204fb55-3bcb-432c-9628-18093d602821.png?v=1758912571,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dark-green-unisex-straight-leg-sweatpants-basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/W24Artboard13-100.jpg?v=1758912607,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-unisex-straight-leg-sweatpants-basic,Straight Leg Unisex Summer Sweatpants - Black,"<p><span>Stay comfortable and stylish with our Unisex Straight Leg Sweatpants. Perfect for anyone, these sweatpants offer ultimate comfort and versatility for your everyday wear. Say goodbye to uncomfortable pants and hello to a relaxed and effortless look.</span></p>
<h4><span>Size Chart</span></h4>
<p><span><img src=""https://cdn.shopify.com/s/files/1/0609/9238/9206/files/W24Artboard13-100.jpg?v=1758912607"" alt=""""></span></p>",Leveld,Apparel & Accessories > Clothing > Activewear > Activewear Pants > Sweatpants,Straight Leg Sweatpants,"Basic, New",true,Size,s,product.metafields.shopify.size,,,,,,,ST-SWT-BLK-S,100.0,shopify,19,deny,manual,999.00,,true,false,,,,,'11904143199094,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/2_273c3a98-2d02-4115-b5fc-71c5a2e0f4ab.png?v=1777100829,1,"",false,,,5322,,,,,,,,,,,,'1,,,,,,black,,,,,s; m; l; xl; 2xl,,,,,,,,,,kg,,,active
black-unisex-straight-leg-sweatpants-basic,,,,,,,,,m,,,,,,,,ST-SWT-BLK-M,100.0,shopify,20,deny,manual,999.00,,true,false,,,,,'11904143231862,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/1_89344f35-bfcf-418e-9114-5366105dd588.png?v=1777100829,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
black-unisex-straight-leg-sweatpants-basic,,,,,,,,,l,,,,,,,,ST-SWT-BLK-L,100.0,shopify,18,deny,manual,999.00,,true,false,,,,,'11904143364630,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/3_65b3c7cf-7f98-4ecf-ae9a-c44298b3c74b.png?v=1777100830,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
black-unisex-straight-leg-sweatpants-basic,,,,,,,,,xl,,,,,,,,ST-SWT-BLK-XL,100.0,shopify,18,deny,manual,999.00,,true,false,,,,,'11904143497398,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/StraightLegSweatpantsFront-Black.png?v=1758912607,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
black-unisex-straight-leg-sweatpants-basic,,,,,,,,,2xl,,,,,,,,ST-SWT-BLK-2XL,100.0,shopify,20,deny,manual,999.00,,true,false,,,,,'11904143530166,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/StraightLegSweatpantsBack-Black.png?v=1758912607,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
black-unisex-straight-leg-sweatpants-basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/W24Artboard13-100.jpg?v=1758912607,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white-oversized-hoodie-close-your-eyes-copy,White Oversized Unisex Hoodie - Rick & Morty,"<p><span>The Oversized Hoodie is crafted from premium quality materials, ensuring warmth and comfort during the winter months. Its oversized fit provides a relaxed silhouette, making it an ideal choice for layering or casual wear. Designed with attention to detail, this hoodie features a soft interior and durable exterior, perfect for everyday use. Available in a variety of colors, it seamlessly combines style and functionality, making it a must-have addition to your winter wardrobe.</span></p>
<h4><span>Size Chart</span></h4>
<p><span><img src=""https://cdn.shopify.com/s/files/1/0609/9238/9206/files/W24Artboard12-100_64395b4c-9a68-488d-af1c-bf45c96f118b.jpg?v=1760809601"" alt=""""></span></p>",Leveld,Apparel & Accessories > Clothing > Clothing Tops > Hoodies,Printed Oversized Hoodie,"New, printed",true,Size,s,product.metafields.shopify.size,,,,,,,,100.0,shopify,0,deny,manual,600.00,1249.00,true,false,,,,,'89892438,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Rick_MortyBack_c9c27625-9245-4a27-ba57-70e50ddbb793.png?v=1759788941,1,"",false,,,,,adult,,,,,,,,,,,,,adults,,,white,,,,,s; m; l; xl; 2xl,,unisex,long,,,,,,,kg,,,active
white-oversized-hoodie-close-your-eyes-copy,,,,,,,,,m,,,,,,,,,100.0,shopify,-2,deny,manual,600.00,1249.00,true,false,,,,,'89925206,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Rick_MortyFront_8105d71c-8eb6-4833-a485-3d865bd9d990.png?v=1759788941,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
white-oversized-hoodie-close-your-eyes-copy,,,,,,,,,l,,,,,,,,,100.0,shopify,-3,deny,manual,600.00,1249.00,true,false,,,,,'89957974,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/rick_morty.png?v=1759788941,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
white-oversized-hoodie-close-your-eyes-copy,,,,,,,,,xl,,,,,,,,,100.0,shopify,0,deny,manual,600.00,1249.00,true,false,,,,,'89990742,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/rick_morty2.png?v=1759788941,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
white-oversized-hoodie-close-your-eyes-copy,,,,,,,,,2xl,,,,,,,,,100.0,shopify,0,deny,manual,600.00,1249.00,true,false,,,,,'90023510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
white-crewneck-sweatshirt-punk-is-not-dead-copy,White Crewneck Sweatshirt - Year of the dragon,"<p>Stay warm and stylish this winter with our White Crewneck Sweatshirt. Made from high-quality materials, this basic sweatshirt is perfect for any occasion. Its design is versatile and can easily be dressed up or down. Get yours today and stay cozy all season long.</p>",Leveld,Apparel & Accessories > Clothing > Clothing Tops > Sweatshirts,Printed Crewneck Sweatshirt,printed,false,Size,s,product.metafields.shopify.size,,,,,,,LV-86-WCS-YOTD-S,100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'98077326529942,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/yearofthedragon.png?v=1728568734,1,"",false,,,,,,,,,,,,,,,,,,,,,white,,,,,s; m; l; xl; 2xl,,,,,,,,,,kg,,,archived
white-crewneck-sweatshirt-punk-is-not-dead-copy,,,,,,,,,m,,,,,,,,LV-86-WCS-YOTD-M,100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'88077326662710,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/CrewneckBack-White_e97ee5ab-ef23-42d9-a899-ed59d0994583.png?v=1728568733,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
white-crewneck-sweatshirt-punk-is-not-dead-copy,,,,,,,,,l,,,,,,,,LV-86-WCS-YOTD-L,100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'88077326795478,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/W24Artboard11-100.jpg?v=1760809273,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
white-crewneck-sweatshirt-punk-is-not-dead-copy,,,,,,,,,xl,,,,,,,,LV-86-WCS-YOTD-XL,100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'78077326828246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
white-crewneck-sweatshirt-punk-is-not-dead-copy,,,,,,,,,2xl,,,,,,,,LV-86-WCS-YOTD-2XL,100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'88077326961014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
grey-crewneck-sweatshirt-zombie-samurai-copy,Grey Crewneck Sweatshirt - Gorilla boss,"<p>Stay warm and stylish this winter with our White Crewneck Sweatshirt. Made from high-quality materials, this basic sweatshirt is perfect for any occasion. Its design is versatile and can easily be dressed up or down. Get yours today and stay cozy all season long.</p>",Leveld,Apparel & Accessories > Clothing > Clothing Tops > Sweatshirts,Printed Crewneck Sweatshirt,printed,false,Size,s,product.metafields.shopify.size,,,,,,,LV-89-GCS-GB-S,100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'28077328072342,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/gorillaboss.png?v=1728568681,1,"",false,,,,,,,,,,,,,,,,,,,,,gray,,,,,s; m; l; xl; 2xl,,,,,,,,,,kg,,,archived
grey-crewneck-sweatshirt-zombie-samurai-copy,,,,,,,,,m,,,,,,,,LV-89-GCS-GB-M,100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'48077328105110,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/CrewneckBack-Grey_34842080-af2a-484c-9582-3059af9d40ce.png?v=1728568681,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
grey-crewneck-sweatshirt-zombie-samurai-copy,,,,,,,,,l,,,,,,,,LV-89-GCS-GB-L,100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'98077328237878,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/W24Artboard11-100.jpg?v=1760809273,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
grey-crewneck-sweatshirt-zombie-samurai-copy,,,,,,,,,xl,,,,,,,,LV-89-GCS-GB-XL,100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'28077328370646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
grey-crewneck-sweatshirt-zombie-samurai-copy,,,,,,,,,2xl,,,,,,,,LV-89-GCS-GB-2XL,100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'78077328403414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
black-crewneck-sweatshirt-cool-monkey-copy-1,Black Crewneck Sweatshirt - Wild spirit,"<p>Stay warm and stylish this winter with our White Crewneck Sweatshirt. Made from high-quality materials, this basic sweatshirt is perfect for any occasion. Its design is versatile and can easily be dressed up or down. Get yours today and stay cozy all season long.</p>",Leveld,Apparel & Accessories > Clothing > Clothing Tops > Sweatshirts,Printed Crewneck Sweatshirt,printed,false,Size,s,product.metafields.shopify.size,,,,,,,LV-79-BCS-WS-S,100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'78077323099478,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/wildspirit.png?v=1728568599,1,"",false,,,,,,,,,,,,,,,,,,,,,black,,,,,s; m; l; xl; 2xl,,,,,,,,,,kg,,,archived
black-crewneck-sweatshirt-cool-monkey-copy-1,,,,,,,,,m,,,,,,,,LV-79-BCS-WS-M,100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'18077323132246,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/wildspirit2.png?v=1728568599,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
black-crewneck-sweatshirt-cool-monkey-copy-1,,,,,,,,,l,,,,,,,,LV-79-BCS-WS-L,100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'58077323265014,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/W24Artboard11-100.jpg?v=1760809273,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
black-crewneck-sweatshirt-cool-monkey-copy-1,,,,,,,,,xl,,,,,,,,LV-79-BCS-WS-XL,100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'58077323397782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
black-crewneck-sweatshirt-cool-monkey-copy-1,,,,,,,,,2xl,,,,,,,,LV-79-BCS-WS-2XL,100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'68077323430550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
black-crewneck-sweatshirt-feeling-blue-copy-1,Black Crewneck Unisex Sweatshirt - The boogie cat,"<p>Stay warm and stylish this winter with our White Crewneck Sweatshirt. Made from high-quality materials, this basic sweatshirt is perfect for any occasion. Its design is versatile and can easily be dressed up or down. Get yours today and stay cozy all season long.</p>
<h4>Size Chart</h4>
<p><img><img src=""https://cdn.shopify.com/s/files/1/0609/9238/9206/files/W24Artboard11-100_23d2ab66-47d4-400b-bfdd-8d4dec1de002.jpg?v=1762041554"" alt=""""></p>",Leveld,Apparel & Accessories > Clothing > Clothing Tops > Sweatshirts,Printed Crewneck Sweatshirt,"New, printed",true,Size,s,product.metafields.shopify.size,,,,,,,LV-85-BCUS-TBC-S,100.0,shopify,-1,deny,manual,550.00,1100.00,true,false,,,,,'28077326040726,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/BoogieCatBack_75cd298c-8023-4db3-8a0b-ebdf321915c1.png?v=1760805587,1,"",false,,,,,,,,,,,,,,,,,,,,,black,,,,,s; m; l; xl; 2xl,,,,,,,,,,kg,,,active
black-crewneck-sweatshirt-feeling-blue-copy-1,,,,,,,,,m,,,,,,,,LV-85-BCUS-TBC-M,100.0,shopify,0,deny,manual,550.00,1100.00,true,false,,,,,'78077326173494,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/BoogieCatFront_9121c1e5-7575-485a-843d-4559ba6e95fe.png?v=1760805587,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
black-crewneck-sweatshirt-feeling-blue-copy-1,,,,,,,,,l,,,,,,,,LV-85-BCUS-TBC-L,100.0,shopify,0,deny,manual,550.00,1100.00,true,false,,,,,'98077326206262,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/theboogiecat.png?v=1760805587,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
black-crewneck-sweatshirt-feeling-blue-copy-1,,,,,,,,,xl,,,,,,,,LV-85-BCUS-TBC-XL,100.0,shopify,-2,deny,manual,550.00,1100.00,true,false,,,,,'28077326339030,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/theboogiecat2.png?v=1760805587,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
black-crewneck-sweatshirt-feeling-blue-copy-1,,,,,,,,,2xl,,,,,,,,LV-85-BCUS-TBC-2XL,100.0,shopify,-6,deny,manual,550.00,1100.00,true,false,,,,,'18077326471798,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/W24Artboard11-100.jpg?v=1760809273,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
grey-crewneck-sweatshirt-gummy-bear-copy,Grey Crewneck Sweatshirt - Zombie samurai,"<p>Stay warm and stylish this winter with our White Crewneck Sweatshirt. Made from high-quality materials, this basic sweatshirt is perfect for any occasion. Its design is versatile and can easily be dressed up or down. Get yours today and stay cozy all season long.</p>",Leveld,Apparel & Accessories > Clothing > Clothing Tops > Sweatshirts,Printed Crewneck Sweatshirt,printed,false,Size,s,product.metafields.shopify.size,,,,,,,LV-91-GCS-ZS-S,100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'78077328915894,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/zombiesamurai.png?v=1728568345,1,"",false,,,,,,,,,,,,,,,,,,,,,gray,,,,,s; m; l; xl; 2xl,,,,,,,,,,kg,,,archived
grey-crewneck-sweatshirt-gummy-bear-copy,,,,,,,,,m,,,,,,,,LV-91-GCS-ZS-M,100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'48077329048662,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/CrewneckBack-Grey_f958b03a-cf0a-467d-9b08-57778044ee02.png?v=1728568306,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
grey-crewneck-sweatshirt-gummy-bear-copy,,,,,,,,,l,,,,,,,,LV-91-GCS-ZS-L,100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'18077329181430,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/W24Artboard11-100.jpg?v=1760809273,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
grey-crewneck-sweatshirt-gummy-bear-copy,,,,,,,,,xl,,,,,,,,LV-91-GCS-ZS-XL,100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'48077339214198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
grey-crewneck-sweatshirt-gummy-bear-copy,,,,,,,,,2xl,,,,,,,,LV-91-GCS-ZS-2XL,100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'98077339346966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
black-crewneck-sweatshirt-new-era-copy,Black Crewneck Sweatshirt - RMNTC,"<p>Stay warm and stylish this winter with our White Crewneck Sweatshirt. Made from high-quality materials, this basic sweatshirt is perfect for any occasion. Its design is versatile and can easily be dressed up or down. Get yours today and stay cozy all season long.</p>",Leveld,Apparel & Accessories > Clothing > Clothing Tops > Sweatshirts,Printed Crewneck Sweatshirt,printed,false,Size,s,product.metafields.shopify.size,,,,,,,LV-78-BCS-R-S,100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'48077322531158,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/rmntc.png?v=1728568247,1,"",false,,,,,,,,,,,,,,,,,,,,,black,,,,,s; m; l; xl; 2xl,,,,,,,,,,kg,,,archived
black-crewneck-sweatshirt-new-era-copy,,,,,,,,,m,,,,,,,,LV-78-BCS-R-M,100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'48077322663926,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/rmntc2.png?v=1728568247,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
black-crewneck-sweatshirt-new-era-copy,,,,,,,,,l,,,,,,,,LV-78-BCS-R-L,100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'68077322796694,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/W24Artboard11-100.jpg?v=1760809273,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
black-crewneck-sweatshirt-new-era-copy,,,,,,,,,xl,,,,,,,,LV-78-BCS-R-XL,100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'98077322829462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
black-crewneck-sweatshirt-new-era-copy,,,,,,,,,2xl,,,,,,,,LV-78-BCS-R-2XL,100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'98077322962230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
white-crewneck-sweatshirt-hokkaido-wave-copy,White Crewneck Sweatshirt - Sold,"<p>Stay warm and stylish this winter with our White Crewneck Sweatshirt. Made from high-quality materials, this basic sweatshirt is perfect for any occasion. Its design is versatile and can easily be dressed up or down. Get yours today and stay cozy all season long.</p>",Leveld,Apparel & Accessories > Clothing > Clothing Tops > Sweatshirts,Printed Crewneck Sweatshirt,printed,false,Size,s,product.metafields.shopify.size,,,,,,,"",100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'98951510,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/sold_07ed0653-75a7-4f67-9639-80a587ff2d0e.png?v=1728568056,1,"",false,,,,,,,,,,,,,,,,,,,,,white,,,,,s; m; l; xl; 2xl,,,,,,,,,,kg,,,archived
white-crewneck-sweatshirt-hokkaido-wave-copy,,,,,,,,,m,,,,,,,,"",100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'98984278,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/sold2_81926850-d146-4170-91fc-3c2eca5a530b.png?v=1728568056,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
white-crewneck-sweatshirt-hokkaido-wave-copy,,,,,,,,,l,,,,,,,,"",100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'99017046,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/W24Artboard11-100.jpg?v=1760809273,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
white-crewneck-sweatshirt-hokkaido-wave-copy,,,,,,,,,xl,,,,,,,,"",100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'99049814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
