ProcurementKey,DateKey,SupplierKey,ProductKey,QuantityRequested,UnitCost,TotalCost,LeadTimeDays,ReceivedDateKey,Status
6865,20240505,1,421,50,521.95,26097.500000000004,8.0,20240513.0,Received
6866,20240725,1,421,50,521.95,26097.500000000004,11.0,20240805.0,Received
6867,20241005,1,421,50,521.95,26097.500000000004,5.0,20241010.0,Received
6868,20241123,1,421,50,521.95,26097.500000000004,,,Cancelled
6869,20250128,1,421,50,521.95,26097.500000000004,8.0,20250205.0,Received
6870,20250325,1,421,50,521.95,26097.500000000004,8.0,20250402.0,Received
6871,20250606,1,421,50,521.95,26097.500000000004,5.0,20250611.0,Received
6872,20250830,1,421,50,521.95,26097.500000000004,6.0,20250905.0,Received
6873,20251126,1,421,50,521.95,26097.500000000004,5.0,20251201.0,Received
6874,20230319,1,422,50,521.95,26097.500000000004,,,Cancelled
6875,20230503,1,422,50,521.95,26097.500000000004,8.0,20230511.0,Received
6876,20230716,1,422,50,521.95,26097.500000000004,5.0,20230721.0,Received
6877,20230930,1,422,50,521.95,26097.500000000004,6.0,20231006.0,Received
6878,20231117,1,422,50,521.95,26097.500000000004,8.0,20231125.0,Received
6879,20240214,1,422,50,521.95,26097.500000000004,8.0,20240222.0,Received
6880,20240502,1,422,50,521.95,26097.500000000004,8.0,20240510.0,Received
6881,20240714,1,422,50,521.95,26097.500000000004,6.0,20240720.0,Received
6882,20240916,1,422,50,521.95,26097.500000000004,8.0,20240924.0,Received
6883,20241114,1,422,50,521.95,26097.500000000004,8.0,20241122.0,Received
6884,20250208,1,422,50,521.95,26097.500000000004,8.0,20250216.0,Received
6885,20250411,1,422,50,521.95,26097.500000000004,11.0,20250422.0,Received
6886,20250619,1,422,50,521.95,26097.500000000004,9.0,20250628.0,Received
6887,20250809,1,422,50,521.95,26097.500000000004,9.0,20250818.0,Received
6888,20251030,1,422,50,521.95,26097.500000000004,7.0,20251106.0,Received
6889,20251230,1,422,50,521.95,26097.500000000004,9.0,20260108.0,Received
6890,20230326,1,423,50,521.95,26097.500000000004,11.0,20230406.0,Received
6891,20230606,1,423,50,521.95,26097.500000000004,5.0,20230611.0,Received
6892,20230731,1,423,50,521.95,26097.500000000004,11.0,20230811.0,Received
6893,20230918,1,423,50,521.95,26097.500000000004,7.0,20230925.0,Received
6894,20231209,1,423,50,521.95,26097.500000000004,11.0,20231220.0,Received
6895,20240224,1,423,50,521.95,26097.500000000004,10.0,20240305.0,Received
6896,20240414,1,423,50,521.95,26097.500000000004,7.0,20240421.0,Received
6897,20240612,1,423,50,521.95,26097.500000000004,7.0,20240619.0,Received
6898,20240727,1,423,50,521.95,26097.500000000004,10.0,20240806.0,Received
6899,20241014,1,423,50,521.95,26097.500000000004,6.0,20241020.0,Received
6900,20250111,1,423,50,521.95,26097.500000000004,7.0,20250118.0,Received
6901,20250327,1,423,50,521.95,26097.500000000004,6.0,20250402.0,Received
6902,20250623,1,423,50,521.95,26097.500000000004,10.0,20250703.0,Received
6903,20250915,1,423,50,521.95,26097.500000000004,10.0,20250925.0,Received
6904,20251030,1,423,50,521.95,26097.500000000004,5.0,20251104.0,Received
6905,20251221,1,423,50,521.95,26097.500000000004,8.0,20251229.0,Received
6906,20230317,1,424,50,521.95,26097.500000000004,,,Confirmed
6907,20230513,1,424,50,521.95,26097.500000000004,8.0,20230521.0,Received
6908,20230724,1,424,50,521.95,26097.500000000004,10.0,20230803.0,Received
6909,20230928,1,424,50,521.95,26097.500000000004,7.0,20231005.0,Received
6910,20231129,1,424,50,521.95,26097.500000000004,6.0,20231205.0,Received
6911,20240218,1,424,50,521.95,26097.500000000004,10.0,20240228.0,Received
6912,20240510,1,424,50,521.95,26097.500000000004,,,Confirmed
6913,20240725,1,424,50,521.95,26097.500000000004,9.0,20240803.0,Received
6914,20240911,1,424,50,521.95,26097.500000000004,7.0,20240918.0,Received
6915,20241118,1,424,50,521.95,26097.500000000004,6.0,20241124.0,Received
6916,20250126,1,424,50,521.95,26097.500000000004,10.0,20250205.0,Received
6917,20250330,1,424,50,521.95,26097.500000000004,5.0,20250404.0,Received
6918,20250527,1,424,50,521.95,26097.500000000004,,,Cancelled
6919,20250811,1,424,50,521.95,26097.500000000004,8.0,20250819.0,Received
6920,20250927,1,424,50,521.95,26097.500000000004,7.0,20251004.0,Received
6921,20251220,1,424,50,521.95,26097.500000000004,7.0,20251227.0,Received
6922,20230220,1,425,50,521.95,26097.500000000004,7.0,20230227.0,Received
6923,20230506,1,425,50,521.95,26097.500000000004,8.0,20230514.0,Received
6924,20230721,1,425,50,521.95,26097.500000000004,9.0,20230730.0,Received
6925,20230923,1,425,50,521.95,26097.500000000004,8.0,20231001.0,Received
6926,20231208,1,425,50,521.95,26097.500000000004,6.0,20231214.0,Received
6927,20240210,1,425,50,521.95,26097.500000000004,7.0,20240217.0,Received
6928,20240507,1,425,50,521.95,26097.500000000004,8.0,20240515.0,Received
6929,20240803,1,425,50,521.95,26097.500000000004,8.0,20240811.0,Received
6930,20240921,1,425,50,521.95,26097.500000000004,10.0,20241001.0,Received
6931,20241203,1,425,50,521.95,26097.500000000004,5.0,20241208.0,Received
6932,20250204,1,425,50,521.95,26097.500000000004,10.0,20250214.0,Received
6933,20250420,1,425,50,521.95,26097.500000000004,9.0,20250429.0,Received
6934,20250718,1,425,50,521.95,26097.500000000004,5.0,20250723.0,Received
6935,20250920,1,425,50,521.95,26097.500000000004,11.0,20251001.0,Received
6936,20251202,1,425,50,521.95,26097.500000000004,10.0,20251212.0,Received
6937,20260123,1,425,50,521.95,26097.500000000004,5.0,20260128.0,Received
6938,20230223,1,426,50,549.45,27472.500000000004,5.0,20230228.0,Received
6939,20230428,1,426,50,549.45,27472.500000000004,5.0,20230503.0,Received
6940,20230616,1,426,50,549.45,27472.500000000004,10.0,20230626.0,Received
6941,20230817,1,426,50,549.45,27472.500000000004,10.0,20230827.0,Received
6942,20231012,1,426,50,549.45,27472.500000000004,8.0,20231020.0,Received
6943,20231204,1,426,50,549.45,27472.500000000004,8.0,20231212.0,Received
6944,20240120,1,426,50,549.45,27472.500000000004,11.0,20240131.0,Received
6945,20240311,1,426,50,549.45,27472.500000000004,9.0,20240320.0,Received
6946,20240514,1,426,50,549.45,27472.500000000004,6.0,20240520.0,Received
6947,20240811,1,426,50,549.45,27472.500000000004,9.0,20240820.0,Received
6948,20241028,1,426,50,549.45,27472.500000000004,7.0,20241104.0,Received
6949,20250115,1,426,50,549.45,27472.500000000004,6.0,20250121.0,Received
6950,20250311,1,426,50,549.45,27472.500000000004,7.0,20250318.0,Received
6951,20250504,1,426,50,549.45,27472.500000000004,7.0,20250511.0,Received
6952,20250707,1,426,50,549.45,27472.500000000004,7.0,20250714.0,Received
6953,20251003,1,426,50,549.45,27472.500000000004,10.0,20251013.0,Received
6954,20251208,1,426,50,549.45,27472.500000000004,6.0,20251214.0,Received
6955,20230331,1,427,50,549.45,27472.500000000004,10.0,20230410.0,Received
6956,20230602,1,427,50,549.45,27472.500000000004,8.0,20230610.0,Received
6957,20230822,1,427,50,549.45,27472.500000000004,8.0,20230830.0,Received
6958,20231008,1,427,50,549.45,27472.500000000004,11.0,20231019.0,Received
6959,20231128,1,427,50,549.45,27472.500000000004,11.0,20231209.0,Received
6960,20240204,1,427,50,549.45,27472.500000000004,6.0,20240210.0,Received
6961,20240421,1,427,50,549.45,27472.500000000004,8.0,20240429.0,Received
6962,20240628,1,427,50,549.45,27472.500000000004,6.0,20240704.0,Received
6963,20240907,1,427,50,549.45,27472.500000000004,9.0,20240916.0,Received
6964,20241104,1,427,50,549.45,27472.500000000004,6.0,20241110.0,Received
6965,20250114,1,427,50,549.45,27472.500000000004,9.0,20250123.0,Received
6966,20250228,1,427,50,549.45,27472.500000000004,5.0,20250305.0,Received
6967,20250418,1,427,50,549.45,27472.500000000004,,,Confirmed
6968,20250617,1,427,50,549.45,27472.500000000004,11.0,20250628.0,Received
6969,20250828,1,427,50,549.45,27472.500000000004,,,Cancelled
6970,20251124,1,427,50,549.45,27472.500000000004,11.0,20251205.0,Received
6971,20230324,1,428,50,549.45,27472.500000000004,9.0,20230402.0,Received
6972,20230524,1,428,50,549.45,27472.500000000004,5.0,20230529.0,Received
6973,20230806,1,428,50,549.45,27472.500000000004,5.0,20230811.0,Received
6974,20231101,1,428,50,549.45,27472.500000000004,11.0,20231112.0,Received
6975,20240112,1,428,50,549.45,27472.500000000004,11.0,20240123.0,Received
6976,20240313,1,428,50,549.45,27472.500000000004,11.0,20240324.0,Received
6977,20240601,1,428,50,549.45,27472.500000000004,5.0,20240606.0,Received
6978,20240730,1,428,50,549.45,27472.500000000004,9.0,20240808.0,Received
6979,20240929,1,428,50,549.45,27472.500000000004,5.0,20241004.0,Received
6980,20241126,1,428,50,549.45,27472.500000000004,10.0,20241206.0,Received
6981,20250222,1,428,50,549.45,27472.500000000004,9.0,20250303.0,Received
6982,20250513,1,428,50,549.45,27472.500000000004,8.0,20250521.0,Received
6983,20250702,1,428,50,549.45,27472.500000000004,,,Confirmed
6984,20250917,1,428,50,549.45,27472.500000000004,,,Cancelled
6985,20251103,1,428,50,549.45,27472.500000000004,5.0,20251108.0,Received
6986,20260113,1,428,50,549.45,27472.500000000004,11.0,20260124.0,Received
6987,20230327,1,429,50,549.45,27472.500000000004,5.0,20230401.0,Received
6988,20230531,1,429,50,549.45,27472.500000000004,8.0,20230608.0,Received
6989,20230718,1,429,50,549.45,27472.500000000004,7.0,20230725.0,Received
6990,20230916,1,429,50,549.45,27472.500000000004,11.0,20230927.0,Received
6991,20231120,1,429,50,549.45,27472.500000000004,11.0,20231201.0,Received
6992,20240204,1,429,50,549.45,27472.500000000004,5.0,20240209.0,Received
6993,20240428,1,429,50,549.45,27472.500000000004,6.0,20240504.0,Received
6994,20240724,1,429,50,549.45,27472.500000000004,9.0,20240802.0,Received
6995,20241004,1,429,50,549.45,27472.500000000004,5.0,20241009.0,Received
6996,20241207,1,429,50,549.45,27472.500000000004,7.0,20241214.0,Received
6997,20250122,1,429,50,549.45,27472.500000000004,8.0,20250130.0,Received
6998,20250410,1,429,50,549.45,27472.500000000004,5.0,20250415.0,Received
6999,20250624,1,429,50,549.45,27472.500000000004,8.0,20250702.0,Received
7000,20250825,1,429,50,549.45,27472.500000000004,5.0,20250830.0,Received
7001,20251029,1,429,50,549.45,27472.500000000004,8.0,20251106.0,Received
7002,20260119,1,429,50,549.45,27472.500000000004,,,Cancelled
7003,20230316,1,430,50,549.45,27472.500000000004,,,Confirmed
7004,20230522,1,430,50,549.45,27472.500000000004,5.0,20230527.0,Received
7005,20230722,1,430,50,549.45,27472.500000000004,5.0,20230727.0,Received
7006,20230905,1,430,50,549.45,27472.500000000004,,,Confirmed
7007,20231203,1,430,50,549.45,27472.500000000004,7.0,20231210.0,Received
7008,20240222,1,430,50,549.45,27472.500000000004,9.0,20240302.0,Received
7009,20240407,1,430,50,549.45,27472.500000000004,7.0,20240414.0,Received
7010,20240619,1,430,50,549.45,27472.500000000004,6.0,20240625.0,Received
7011,20240903,1,430,50,549.45,27472.500000000004,5.0,20240908.0,Received
7012,20241120,1,430,50,549.45,27472.500000000004,11.0,20241201.0,Received
7013,20250210,1,430,50,549.45,27472.500000000004,6.0,20250216.0,Received
7014,20250505,1,430,50,549.45,27472.500000000004,10.0,20250515.0,Received
7015,20250705,1,430,50,549.45,27472.500000000004,11.0,20250716.0,Received
7016,20250830,1,430,50,549.45,27472.500000000004,7.0,20250906.0,Received
7017,20251114,1,430,50,549.45,27472.500000000004,11.0,20251125.0,Received
7018,20260126,1,430,50,549.45,27472.500000000004,,,Cancelled
7019,20230223,1,431,50,275.0,13750.0,7.0,20230302.0,Received
7020,20230427,1,431,50,275.0,13750.0,6.0,20230503.0,Received
7021,20230723,1,431,50,275.0,13750.0,6.0,20230729.0,Received
7022,20231020,1,431,50,275.0,13750.0,6.0,20231026.0,Received
7023,20231209,1,431,50,275.0,13750.0,5.0,20231214.0,Received
7024,20240207,1,431,50,275.0,13750.0,6.0,20240213.0,Received
7025,20240502,1,431,50,275.0,13750.0,,,Confirmed
7026,20240724,1,431,50,275.0,13750.0,9.0,20240802.0,Received
7027,20241016,1,431,50,275.0,13750.0,8.0,20241024.0,Received
7028,20250111,1,431,50,275.0,13750.0,10.0,20250121.0,Received
7029,20250407,1,431,50,275.0,13750.0,9.0,20250416.0,Received
7030,20250627,1,431,50,275.0,13750.0,9.0,20250706.0,Received
7031,20250919,1,431,50,275.0,13750.0,5.0,20250924.0,Received
7032,20251205,1,431,50,275.0,13750.0,,,Confirmed
7033,20260129,1,431,50,275.0,13750.0,9.0,20260207.0,Received
7034,20230323,1,432,50,275.0,13750.0,7.0,20230330.0,Received
7035,20230510,1,432,50,275.0,13750.0,8.0,20230518.0,Received
7036,20230722,1,432,50,275.0,13750.0,,,Cancelled
7037,20230929,1,432,50,275.0,13750.0,6.0,20231005.0,Received
7038,20231224,1,432,50,275.0,13750.0,10.0,20240103.0,Received
7039,20240322,1,432,50,275.0,13750.0,,,Cancelled
7040,20240531,1,432,50,275.0,13750.0,9.0,20240609.0,Received
7041,20240828,1,432,50,275.0,13750.0,8.0,20240905.0,Received
7042,20241111,1,432,50,275.0,13750.0,10.0,20241121.0,Received
7043,20250101,1,432,50,275.0,13750.0,11.0,20250112.0,Received
7044,20250218,1,432,50,275.0,13750.0,,,Cancelled
7045,20250508,1,432,50,275.0,13750.0,11.0,20250519.0,Received
7046,20250625,1,432,50,275.0,13750.0,6.0,20250701.0,Received
7047,20250902,1,432,50,275.0,13750.0,11.0,20250913.0,Received
7048,20251124,1,432,50,275.0,13750.0,6.0,20251130.0,Received
7049,20230217,1,433,50,275.0,13750.0,10.0,20230227.0,Received
7050,20230425,1,433,50,275.0,13750.0,6.0,20230501.0,Received
7051,20230717,1,433,50,275.0,13750.0,5.0,20230722.0,Received
7052,20230902,1,433,50,275.0,13750.0,,,Confirmed
7053,20231106,1,433,50,275.0,13750.0,6.0,20231112.0,Received
7054,20240113,1,433,50,275.0,13750.0,10.0,20240123.0,Received
7055,20240323,1,433,50,275.0,13750.0,9.0,20240401.0,Received
7056,20240619,1,433,50,275.0,13750.0,5.0,20240624.0,Received
7057,20240909,1,433,50,275.0,13750.0,,,Cancelled
7058,20241207,1,433,50,275.0,13750.0,5.0,20241212.0,Received
7059,20250215,1,433,50,275.0,13750.0,6.0,20250221.0,Received
7060,20250418,1,433,50,275.0,13750.0,5.0,20250423.0,Received
7061,20250701,1,433,50,275.0,13750.0,11.0,20250712.0,Received
7062,20250905,1,433,50,275.0,13750.0,11.0,20250916.0,Received
7063,20251113,1,433,50,275.0,13750.0,,,Confirmed
7064,20260105,1,433,50,275.0,13750.0,5.0,20260110.0,Received
7065,20230329,1,434,50,275.0,13750.0,5.0,20230403.0,Received
7066,20230526,1,434,50,275.0,13750.0,11.0,20230606.0,Received
7067,20230713,1,434,50,275.0,13750.0,5.0,20230718.0,Received
7068,20230930,1,434,50,275.0,13750.0,9.0,20231009.0,Received
7069,20231124,1,434,50,275.0,13750.0,5.0,20231129.0,Received
7070,20240212,1,434,50,275.0,13750.0,6.0,20240218.0,Received
7071,20240425,1,434,50,275.0,13750.0,9.0,20240504.0,Received
7072,20240715,1,434,50,275.0,13750.0,9.0,20240724.0,Received
7073,20240924,1,434,50,275.0,13750.0,10.0,20241004.0,Received
7074,20241119,1,434,50,275.0,13750.0,10.0,20241129.0,Received
7075,20250128,1,434,50,275.0,13750.0,9.0,20250206.0,Received
7076,20250323,1,434,50,275.0,13750.0,9.0,20250401.0,Received
7077,20250616,1,434,50,275.0,13750.0,7.0,20250623.0,Received
7078,20250822,1,434,50,275.0,13750.0,,,Cancelled
7079,20251011,1,434,50,275.0,13750.0,9.0,20251020.0,Received
7080,20251231,1,434,50,275.0,13750.0,8.0,20260108.0,Received
7081,20230325,1,435,50,275.0,13750.0,6.0,20230331.0,Received
7082,20230526,1,435,50,275.0,13750.0,5.0,20230531.0,Received
7083,20230714,1,435,50,275.0,13750.0,10.0,20230724.0,Received
7084,20231003,1,435,50,275.0,13750.0,11.0,20231014.0,Received
7085,20231125,1,435,50,275.0,13750.0,9.0,20231204.0,Received
7086,20240218,1,435,50,275.0,13750.0,6.0,20240224.0,Received
7087,20240413,1,435,50,275.0,13750.0,5.0,20240418.0,Received
7088,20240630,1,435,50,275.0,13750.0,9.0,20240709.0,Received
7089,20240830,1,435,50,275.0,13750.0,6.0,20240905.0,Received
7090,20241105,1,435,50,275.0,13750.0,5.0,20241110.0,Received
7091,20250110,1,435,50,275.0,13750.0,8.0,20250118.0,Received
7092,20250228,1,435,50,275.0,13750.0,6.0,20250306.0,Received
7093,20250518,1,435,50,275.0,13750.0,,,Confirmed
7094,20250802,1,435,50,275.0,13750.0,,,Confirmed
7095,20251030,1,435,50,275.0,13750.0,,,Cancelled
7096,20251223,1,435,50,275.0,13750.0,9.0,20260101.0,Received
7097,20230221,1,436,50,275.0,13750.0,,,Confirmed
7098,20230429,1,436,50,275.0,13750.0,7.0,20230506.0,Received
7099,20230716,1,436,50,275.0,13750.0,6.0,20230722.0,Received
7100,20230914,1,436,50,275.0,13750.0,5.0,20230919.0,Received
7101,20231212,1,436,50,275.0,13750.0,,,Confirmed
7102,20240207,1,436,50,275.0,13750.0,,,Cancelled
7103,20240413,1,436,50,275.0,13750.0,5.0,20240418.0,Received
7104,20240702,1,436,50,275.0,13750.0,5.0,20240707.0,Received
7105,20240918,1,436,50,275.0,13750.0,11.0,20240929.0,Received
7106,20241210,1,436,50,275.0,13750.0,5.0,20241215.0,Received
7107,20250207,1,436,50,275.0,13750.0,,,Confirmed
7108,20250418,1,436,50,275.0,13750.0,,,Cancelled
7109,20250611,1,436,50,275.0,13750.0,9.0,20250620.0,Received
7110,20250805,1,436,50,275.0,13750.0,10.0,20250815.0,Received
7111,20250928,1,436,50,275.0,13750.0,10.0,20251008.0,Received
7112,20251226,1,436,50,275.0,13750.0,7.0,20260102.0,Received
7113,20230215,1,437,50,275.0,13750.0,11.0,20230226.0,Received
7114,20230513,1,437,50,275.0,13750.0,6.0,20230519.0,Received
7115,20230725,1,437,50,275.0,13750.0,7.0,20230801.0,Received
7116,20231002,1,437,50,275.0,13750.0,9.0,20231011.0,Received
7117,20231123,1,437,50,275.0,13750.0,7.0,20231130.0,Received
7118,20240122,1,437,50,275.0,13750.0,9.0,20240131.0,Received
7119,20240408,1,437,50,275.0,13750.0,6.0,20240414.0,Received
7120,20240614,1,437,50,275.0,13750.0,7.0,20240621.0,Received
7121,20240807,1,437,50,275.0,13750.0,7.0,20240814.0,Received
7122,20241003,1,437,50,275.0,13750.0,5.0,20241008.0,Received
7123,20241219,1,437,50,275.0,13750.0,,,Cancelled
7124,20250309,1,437,50,275.0,13750.0,6.0,20250315.0,Received
7125,20250516,1,437,50,275.0,13750.0,11.0,20250527.0,Received
7126,20250718,1,437,50,275.0,13750.0,8.0,20250726.0,Received
7127,20250919,1,437,50,275.0,13750.0,6.0,20250925.0,Received
7128,20251210,1,437,50,275.0,13750.0,7.0,20251217.0,Received
7129,20230320,1,438,50,275.0,13750.0,5.0,20230325.0,Received
7130,20230520,1,438,50,275.0,13750.0,5.0,20230525.0,Received
7131,20230718,1,438,50,275.0,13750.0,7.0,20230725.0,Received
7132,20230903,1,438,50,275.0,13750.0,9.0,20230912.0,Received
7133,20231121,1,438,50,275.0,13750.0,6.0,20231127.0,Received
7134,20240218,1,438,50,275.0,13750.0,11.0,20240229.0,Received
7135,20240508,1,438,50,275.0,13750.0,11.0,20240519.0,Received
7136,20240725,1,438,50,275.0,13750.0,11.0,20240805.0,Received
7137,20240909,1,438,50,275.0,13750.0,9.0,20240918.0,Received
7138,20241101,1,438,50,275.0,13750.0,8.0,20241109.0,Received
7139,20241230,1,438,50,275.0,13750.0,6.0,20250105.0,Received
7140,20250308,1,438,50,275.0,13750.0,,,Cancelled
7141,20250519,1,438,50,275.0,13750.0,11.0,20250530.0,Received
7142,20250816,1,438,50,275.0,13750.0,5.0,20250821.0,Received
7143,20251112,1,438,50,275.0,13750.0,6.0,20251118.0,Received
7144,20260123,1,438,50,275.0,13750.0,8.0,20260131.0,Received
7145,20230329,1,439,50,275.0,13750.0,7.0,20230405.0,Received
7146,20230526,1,439,50,275.0,13750.0,7.0,20230602.0,Received
7147,20230720,1,439,50,275.0,13750.0,10.0,20230730.0,Received
7148,20230915,1,439,50,275.0,13750.0,,,Cancelled
7149,20231127,1,439,50,275.0,13750.0,8.0,20231205.0,Received
7150,20240127,1,439,50,275.0,13750.0,5.0,20240201.0,Received
7151,20240415,1,439,50,275.0,13750.0,8.0,20240423.0,Received
7152,20240628,1,439,50,275.0,13750.0,9.0,20240707.0,Received
7153,20240905,1,439,50,275.0,13750.0,11.0,20240916.0,Received
7154,20241104,1,439,50,275.0,13750.0,7.0,20241111.0,Received
7155,20241222,1,439,50,275.0,13750.0,7.0,20241229.0,Received
7156,20250301,1,439,50,275.0,13750.0,11.0,20250312.0,Received
7157,20250508,1,439,50,275.0,13750.0,6.0,20250514.0,Received
7158,20250630,1,439,50,275.0,13750.0,6.0,20250706.0,Received
7159,20250910,1,439,50,275.0,13750.0,11.0,20250921.0,Received
7160,20251130,1,439,50,275.0,13750.0,11.0,20251211.0,Received
7161,20260130,1,439,50,275.0,13750.0,7.0,20260206.0,Received
7162,20230228,1,440,50,275.0,13750.0,8.0,20230308.0,Received
7163,20230516,1,440,50,275.0,13750.0,8.0,20230524.0,Received
7164,20230724,1,440,50,275.0,13750.0,6.0,20230730.0,Received
7165,20231015,1,440,50,275.0,13750.0,9.0,20231024.0,Received
7166,20231220,1,440,50,275.0,13750.0,9.0,20231229.0,Received
7167,20240224,1,440,50,275.0,13750.0,5.0,20240229.0,Received
7168,20240425,1,440,50,275.0,13750.0,10.0,20240505.0,Received
7169,20240619,1,440,50,275.0,13750.0,9.0,20240628.0,Received
7170,20240829,1,440,50,275.0,13750.0,11.0,20240909.0,Received
7171,20241126,1,440,50,275.0,13750.0,9.0,20241205.0,Received
7172,20250218,1,440,50,275.0,13750.0,11.0,20250301.0,Received
7173,20250512,1,440,50,275.0,13750.0,10.0,20250522.0,Received
7174,20250808,1,440,50,275.0,13750.0,,,Confirmed
7175,20251103,1,440,50,275.0,13750.0,6.0,20251109.0,Received
7176,20260118,1,440,50,275.0,13750.0,11.0,20260129.0,Received
7177,20230301,1,441,50,275.0,13750.0,5.0,20230306.0,Received
7178,20230504,1,441,50,275.0,13750.0,10.0,20230514.0,Received
7179,20230715,1,441,50,275.0,13750.0,9.0,20230724.0,Received
7180,20230927,1,441,50,275.0,13750.0,9.0,20231006.0,Received
7181,20231205,1,441,50,275.0,13750.0,10.0,20231215.0,Received
7182,20240229,1,441,50,275.0,13750.0,10.0,20240310.0,Received
7183,20240424,1,441,50,275.0,13750.0,6.0,20240430.0,Received
7184,20240610,1,441,50,275.0,13750.0,11.0,20240621.0,Received
7185,20240825,1,441,50,275.0,13750.0,8.0,20240902.0,Received
7186,20241012,1,441,50,275.0,13750.0,10.0,20241022.0,Received
7187,20241225,1,441,50,275.0,13750.0,8.0,20250102.0,Received
7188,20250324,1,441,50,275.0,13750.0,5.0,20250329.0,Received
7189,20250523,1,441,50,275.0,13750.0,9.0,20250601.0,Received
7190,20250708,1,441,50,275.0,13750.0,8.0,20250716.0,Received
7191,20251003,1,441,50,275.0,13750.0,9.0,20251012.0,Received
7192,20251201,1,441,50,275.0,13750.0,,,Cancelled
7193,20260123,1,441,50,275.0,13750.0,,,Confirmed
7194,20230310,1,442,50,275.0,13750.0,5.0,20230315.0,Received
7195,20230430,1,442,50,275.0,13750.0,,,Cancelled
7196,20230711,1,442,50,275.0,13750.0,7.0,20230718.0,Received
7197,20230914,1,442,50,275.0,13750.0,5.0,20230919.0,Received
7198,20231030,1,442,50,275.0,13750.0,5.0,20231104.0,Received
7199,20231223,1,442,50,275.0,13750.0,7.0,20231230.0,Received
7200,20240227,1,442,50,275.0,13750.0,11.0,20240309.0,Received
7201,20240524,1,442,50,275.0,13750.0,,,Cancelled
7202,20240725,1,442,50,275.0,13750.0,8.0,20240802.0,Received
7203,20240915,1,442,50,275.0,13750.0,10.0,20240925.0,Received
7204,20241128,1,442,50,275.0,13750.0,6.0,20241204.0,Received
7205,20250120,1,442,50,275.0,13750.0,10.0,20250130.0,Received
7206,20250409,1,442,50,275.0,13750.0,5.0,20250414.0,Received
7207,20250617,1,442,50,275.0,13750.0,9.0,20250626.0,Received
7208,20250905,1,442,50,275.0,13750.0,6.0,20250911.0,Received
7209,20251021,1,442,50,275.0,13750.0,9.0,20251030.0,Received
7210,20251211,1,442,50,275.0,13750.0,8.0,20251219.0,Received
7211,20230325,1,443,50,275.0,13750.0,5.0,20230330.0,Received
7212,20230604,1,443,50,275.0,13750.0,7.0,20230611.0,Received
7213,20230804,1,443,50,275.0,13750.0,,,Cancelled
7214,20230920,1,443,50,275.0,13750.0,10.0,20230930.0,Received
7215,20231124,1,443,50,275.0,13750.0,5.0,20231129.0,Received
7216,20240128,1,443,50,275.0,13750.0,5.0,20240202.0,Received
7217,20240425,1,443,50,275.0,13750.0,11.0,20240506.0,Received
7218,20240721,1,443,50,275.0,13750.0,5.0,20240726.0,Received
7219,20240924,1,443,50,275.0,13750.0,7.0,20241001.0,Received
7220,20241222,1,443,50,275.0,13750.0,6.0,20241228.0,Received
7221,20250216,1,443,50,275.0,13750.0,7.0,20250223.0,Received
7222,20250402,1,443,50,275.0,13750.0,8.0,20250410.0,Received
7223,20250614,1,443,50,275.0,13750.0,9.0,20250623.0,Received
7224,20250803,1,443,50,275.0,13750.0,7.0,20250810.0,Received
7225,20251019,1,443,50,275.0,13750.0,9.0,20251028.0,Received
7226,20260109,1,443,50,275.0,13750.0,11.0,20260120.0,Received
7227,20230218,1,444,50,275.0,13750.0,,,Confirmed
7228,20230411,1,444,50,275.0,13750.0,11.0,20230422.0,Received
7229,20230612,1,444,50,275.0,13750.0,6.0,20230618.0,Received
7230,20230810,1,444,50,275.0,13750.0,11.0,20230821.0,Received
7231,20231004,1,444,50,275.0,13750.0,10.0,20231014.0,Received
7232,20231221,1,444,50,275.0,13750.0,11.0,20240101.0,Received
7233,20240316,1,444,50,275.0,13750.0,5.0,20240321.0,Received
7234,20240524,1,444,50,275.0,13750.0,10.0,20240603.0,Received
7235,20240812,1,444,50,275.0,13750.0,10.0,20240822.0,Received
7236,20241104,1,444,50,275.0,13750.0,5.0,20241109.0,Received
7237,20241224,1,444,50,275.0,13750.0,6.0,20241230.0,Received
7238,20250207,1,444,50,275.0,13750.0,,,Confirmed
7239,20250420,1,444,50,275.0,13750.0,7.0,20250427.0,Received
7240,20250611,1,444,50,275.0,13750.0,5.0,20250616.0,Received
7241,20250824,1,444,50,275.0,13750.0,11.0,20250904.0,Received
7242,20251018,1,444,50,275.0,13750.0,7.0,20251025.0,Received
7243,20260104,1,444,50,275.0,13750.0,8.0,20260112.0,Received
7244,20230314,1,445,50,275.0,13750.0,9.0,20230323.0,Received
7245,20230507,1,445,50,275.0,13750.0,7.0,20230514.0,Received
7246,20230702,1,445,50,275.0,13750.0,11.0,20230713.0,Received
7247,20230905,1,445,50,275.0,13750.0,11.0,20230916.0,Received
7248,20231101,1,445,50,275.0,13750.0,6.0,20231107.0,Received
7249,20240122,1,445,50,275.0,13750.0,11.0,20240202.0,Received
7250,20240316,1,445,50,275.0,13750.0,11.0,20240327.0,Received
7251,20240518,1,445,50,275.0,13750.0,11.0,20240529.0,Received
7252,20240722,1,445,50,275.0,13750.0,10.0,20240801.0,Received
7253,20240918,1,445,50,275.0,13750.0,5.0,20240923.0,Received
7254,20241215,1,445,50,275.0,13750.0,10.0,20241225.0,Received
